选课号,课程,开课校区,授课方式,授课老师,学分,总学时,限选人数,上课时间
"09002003","综合设计实践","西海岸校区","辅导","王天健 司先才","2.0","64","38","1-17周 二(7-8节)",
"09002021","海洋机电装备技术学科前沿","西海岸校区","讲授","刘贵杰 谢迎春 蒋德志","0.5","8","90","1-4周 一(5-6节);1-9周 三(1-2节)",
"09002010","计算机辅助设计Ⅲ","西海岸校区","讲授","司先才","1.5","32","30","1-9周 二(10-11节)",
"09002005","工业设计史","西海岸校区","讲授","袁鹏","2.0","32","29","1-17周 四(1-2节)",
"09002008","设计心理学","西海岸校区","讲授","褚俊洁","3.0","48","29","1-17周 二(5-7节)",
"09002006","人机工程学","西海岸校区","讲授","常宗瑜 吕太锋 李妮","2.0","32","89","1-17周 三(3-4节)",
"09002047","计算机辅助设计Ⅰ","崂山校区","讲授","吕太锋","1.0","16","30","10-17周 四(1-2节);1-9周 五(3-4节)",
"09002007","设计表达Ⅲ","西海岸校区","讲授","司先才","1.5","32","29","1-9周 二(3-4节);10-17周 五(5-8节)",
"09002048","设计色彩","崂山校区","讲授","王天健 王乐","3.0","64","30","10-17周 一(5-8节);1-8周 五(5-8节)",
"09002049","设计素描","崂山校区","讲授","王乐 王天健","3.0","64","30","1-8周 一(5-8节)",
"09002046","工业设计概论","崂山校区","讲授","吕太锋","1.0","16","30","1-8周 四(1-2节)",
"09002009","工业设计工程基础","西海岸校区","讲授","王强","3.0","48","30","1-17周 三(5-7节)",
"09002012","设计表达Ⅰ","西海岸校区","讲授","李妮","1.5","32","30","1-11周 一(5-7节)",
"09001033","工程项目管理","西海岸校区","讲授","孙燕","3.0","48","32","1-17周 二(5-7节)",
"09003030","Matlab编程","西海岸校区","讲授","王振鲁 武雅洁 史璐铭","1.0","32","45","1-17周 二(7-8节)",
"09003005","海洋工程结构建造与施工","西海岸校区","讲授","王俊荣","2.0","32","39","1-17周 二(5-6节)",
"09003013","海洋工程结构焊接","西海岸校区","讲授","马维林","2.0","32","39","1-17周 二(3-4节)",
"09003004","海洋工程结构检测","西海岸校区","讲授","杨永春 陈常龙","2.0","32","39","1-17周 三(5-6节)",
"09003006","海洋工程结构疲劳与断裂","西海岸校区","讲授","何文涛","2.0","32","39","1-17周 二(3-4节)",
"09001043","海洋工程结构动力分析","西海岸校区","讲授","李良","2.0","32","39","1-17周 三(3-4节)",
"09003014","机械设计基础","西海岸校区","讲授","姚慧岚","2.0","32","39","1-17周 二(7-8节)",
"09001044","海洋油气管道工程","西海岸校区","讲授","孟珣","2.0","32","39","1-17周 一(5-6节)",
"09003043","专业概论","崂山校区","讲授","李华军 张敏","1.0","16","60","1-8周 三(3-4节);1-17周 三(3-4节)",
"09003007","船舶原理Ⅰ","西海岸校区","讲授","桑松 孙金伟","4.0","64","39","1-17周 一(3-4节)",
"09003008","钢结构设计基本原理","西海岸校区","讲授","刘福顺 袁文永","2.0","32","39","1-17周 五(3-4节)",
"09003012","海洋工程结构动力学","西海岸校区","讲授","杜君峰 常安腾","2.0","32","39","1-17周 三(7-8节)",
"09003015","实验力学","西海岸校区","讲授","杨永春 陈常龙","2.0","36","39","1-17周 二(5-6节)",
"09003017","AutoCAD制图","西海岸校区","讲授","石湘","1.0","32","40","1-17周 一(5-6节)",
"09003016","土力学与地基","西海岸校区","讲授","陈旭光 李鹏 王秀海","3.5","64","39","1-17周 一(5-7节)",
"09003009","海洋工程波浪力学","西海岸校区","讲授","宋宪仓 王树青","2.0","32","39","1-17周 五(5-6节)",
"09003011","海洋工程环境","西海岸校区","讲授","庞亮 黄炜楠","2.0","32","90","1-17周 四(1-2节);1-17周 四(3-4节)",
"09003018","材料力学","西海岸校区","讲授","王许洁 袁文永 张日","4.0","68","40","1-17周 二(3-4节)",
"09003010","海洋工程材料","西海岸校区","讲授","方辉 李爱军","2.0","34","39","1-17周 四(3-4节)",
"09003019","电工学","西海岸校区","讲授","杨荣荣 崔璨","2.0","32","100","1-17周 三(5-6节)",
"09003029","水运工程项目管理","西海岸校区","讲授","刘桂林","2.0","32","57","1-17周 四(3-4节)",
"09003026","航道工程学实验","西海岸校区","实验","拾兵","0.5","16","57","9-16周 二(5-6节)",
"09003034","河流动力学实验","西海岸校区","实验","尹则高 拾兵 张日","0.5","16","45","9-16周 五(7-8节)",
"09003025","航道工程学课程设计","西海岸校区","辅导","拾兵","1.0","0","57","1-17周",
"09003028","水运工程施工设计","西海岸校区","辅导","王希慧","1.0","0","57","1-17周",
"09003039","土力学实验","西海岸校区","实验","王秀海","0.5","16","45","10-13周 日(1-4节)",
"09003027","水运工程施工","西海岸校区","讲授","王希慧","3.0","48","57","1-17周 一(5-7节)",
"09003021","港口工程结构可靠度","西海岸校区","讲授","陶山山","2.0","32","57","1-17周 五(3-4节)",
"09003023","海岸工程学","西海岸校区","讲授","王心玉 李爱军 刘勇","2.0","32","57","1-17周 一(3-4节)",
"09003022","港口环境影响与分析","西海岸校区","讲授","王智峰","2.0","32","57","1-17周 三(3-4节)",
"09003024","航道工程学","西海岸校区","讲授","拾兵 尹则高","2.0","32","57","1-17周 二(3-4节)",
"09003036","数值算法","西海岸校区","讲授","徐昱 王心玉 王振鲁","2.0","32","45","1-17周 五(5-6节);1-8周 五(5-6节)",
"09003020","弹性力学","西海岸校区","讲授","侯会敏","2.0","32","57","1-8周 三(5-6节);1-8周 三(3-4节)",
"09003035","结构力学Ⅱ","西海岸校区","讲授","于通顺 侯会敏","2.0","32","45","1-8周 一(3-4节)",
"09003038","水运工程混凝土结构课程设计","西海岸校区","辅导","潘新颖","1.0","32","45","10-17周",
"09003041","Fortran编程","西海岸校区","讲授","王智峰 张日","1.0","32","45","1-17周 三(5-6节);1-11周 三(5-7节)",
"09003037","水运工程混凝土结构","西海岸校区","讲授","潘新颖 史宏达 刘晓","4.0","64","45","1-11周 一(5-7节)",
"09003031","工程水文学","西海岸校区","讲授","董胜","2.0","32","45","1-17周 二(3-4节)",
"09003002","工程水文学","西海岸校区","讲授","陶山山","2.0","32","69","1-17周 五(7-8节);1-17周 四(3-4节)",
"09003042","材料力学","西海岸校区","讲授","姚慧岚","4.0","68","45","1-17周 二(3-4节)",
"09003032","海岸动力学","西海岸校区","讲授","梁丙臣 史璐铭 曹飞飞","2.0","32","45","1-17周 二(5-6节)",
"09003033","河流动力学","西海岸校区","讲授","尹则高 拾兵 张日","2.0","32","45","1-17周 四(3-4节)",
"09003044","画法几何及工程制图","崂山校区","讲授","刘臻","3.0","48","60","1-17周 五(7-9节)",
"09003045","专业概论","崂山校区","讲授","史宏达 梁丙臣 刘勇","1.0","16","60","1-8周 三(3-4节)",
"09003040","土力学与地基","西海岸校区","讲授","侯会敏","2.0","32","45","1-17周 五(3-4节)",
"09001014","岩土工程测试技术","西海岸校区","讲授","沙飞 李爱军","2.0","32","54","1-17周 三(3-4节)",
"09001021","结构试验实训Ⅱ","西海岸校区","辅导","杨松","1.0","32","69","7-17周 三(7-9节)",
"09001048","结构试验实训Ⅰ","西海岸校区","实验","杨松","0.5","16","69","1-6周 三(7-9节)",
"09001013","土木工程综合实验","西海岸校区","实验","杨松","1.5","48","54","1-17周 三(10-12节)",
"09001052","专业导论讲座","崂山校区","讲授","郭海燕","1.0","16","105","10-17周 三(3-4节)",
"09001015","弹性力学","西海岸校区","讲授","项春平","2.0","32","69","1-17周 五(3-4节)",
"09001047","前沿学术讲座","西海岸校区","讲授","何一鸣","1.0","16","32","1-8周 三(3-4节)",
"09001046","前沿学术讲座","西海岸校区","讲授","董坤 李效民","1.0","16","69","1-8周 三(3-4节)",
"09001017","房屋结构课程设计","西海岸校区","辅导","刘恒喜","1.0","32","69","1-17周",
"09001019","基础工程课程设计","西海岸校区","辅导","刘晓春","1.0","32","69","1-17周",
"09001012","土木工程试验与检测","西海岸校区","讲授","董坤","2.0","32","54","1-17周 二(3-4节)",
"09001032","工程结构Ⅱ","西海岸校区","讲授","沙飞 范国玺","3.0","48","32","1-17周 三(7-9节)",
"09001022","结构试验与检测","西海岸校区","讲授","董坤","1.0","16","69","1-8周 二(8-9节)",
"09001011","工程估价","西海岸校区","讲授","武毅","2.0","32","54","1-17周 四(3-4节)",
"09001010","钢结构设计","西海岸校区","讲授","谭启阳","3.0","48","54","1-17周 五(5-7节);1-17周 四(1-2节)",
"09001016","房屋结构","西海岸校区","讲授","刘恒喜","4.0","64","69","1-17周 一(3-4节);1-17周 四(1-2节)",
"09001035","土木工程施工","西海岸校区","讲授","武毅","4.0","64","32","1-17周 一(3-4节);10-17周 六(3-4节)",
"09001049","工程制图实践","崂山校区","辅导","孙瑜","1.0","30","105","10-17周 六(1-2节)",
"09001025","工程地质实践","西海岸校区","辅导","寇海磊","1.0","32","75","1-17周;1-17周 五(1-2节)",
"09001038","材料力学","西海岸校区","讲授","项春平 杨树桐","4.0","68","35","1-17周 三(5-6节);1-17周 五(5-6节)",
"09001023","材料力学","西海岸校区","讲授","杨树桐 项春平","4.0","68","75","1-17周 一(5-6节)",
"09001024","工程地质","西海岸校区","讲授","寇海磊","2.0","32","75","1-17周 四(3-4节)",
"09001051","土木工程概论","崂山校区","讲授","郭海燕","1.0","16","105","1-8周 三(3-4节)",
"09001045","形势与政策Ⅱ","西海岸校区","讲授","于静","0.5","16","100","3-10周 六(3-4节)",
"09004012","声学原理与机器听觉技术","西海岸校区","讲授","薛宇","2.0","32","81","1-17周 二(3-4节);16周 五(3-4节)",
"09002045","数字图像处理","西海岸校区","讲授","李坤乾 李庆忠","2.0","36","96","1-17周 五(5-6节);1-5周 一(5-6节)",
"09004007","SOPC原理及应用","西海岸校区","讲授","刘兰军","2.0","44","81","1-17周 四(3-4节)",
"09004005","系统辨识","西海岸校区","讲授","张玲","2.0","34","96","1-17周 二(3-4节)",
"09004006","智能控制","西海岸校区","讲授","张文乐","2.0","34","96","1-17周 四(3-4节)",
"09004017","模拟电子技术实验","西海岸校区","实验","牛炯","0.5","16","80","9-16周 五(1-2节)",
"09004009","电机与拖动基础实验","西海岸校区","实验","陈震","0.5","16","81","9-16周 一(5-6节);16周 四(1-2节)",
"09004010","电力电子技术","西海岸校区","讲授","张立强 周丽芹","2.0","36","81","1-17周 二(5-6节);17周 三(5-7节)",
"09004004","计算机控制技术","西海岸校区","讲授","付东飞","3.0","54","96","1-17周 一(5-7节)",
"09004018","数据结构","西海岸校区","讲授","解则晓","2.0","32","80","1-17周 三(5-6节)",
"09004011","机器人创新工程实践","西海岸校区","辅导","宋大雷","2.0","36","30","1-17周 五(7-8节)",
"09004008","电机与拖动基础","西海岸校区","讲授","高翔 杨荣荣","2.0","32","81","1-17周 五(3-4节);1-17周 三(3-4节);1-17周 一(3-4节)",
"09004013","自动控制原理","西海岸校区","讲授","王红都 张磊 刘建丽","4.5","80","81","1-11周 五(5-6节)单;10-17周 六(7-8节)",
"09004020","认识实习","崂山校区","实习","贺同福 周丽芹","1.0","30","80","10-17周 六(5-6节)",
"09004014","自动控制原理实验","西海岸校区","实验","迟书凯","0.5","16","81","9-16周 三(7-8节);9-13周 二(7-8节)",
"09004019","数字逻辑与FPGA","西海岸校区","讲授","杨睿","2.0","44","80","1-17周 五(5-6节);1-17周 四(3-4节)单",
"09004016","模拟电子技术基础","西海岸校区","讲授","臧爱云","3.0","52","80","1-17周 一(5-6节)",
"09004015","电路原理Ⅱ","西海岸校区","讲授","王琨 陈家林","2.0","34","80","1-17周 二(3-4节)",
"09004021","自动化专业导论","崂山校区","讲授","黎明","1.0","16","80","1-8周 三(7-8节)",
"09002052","认识实习","崂山校区","讲授","肖成志","0.5","16","60","10-17周 六(5-6节)",
"09002030","船舶动力装置课程设计","西海岸校区","辅导","蒋德志 吕朋","2.0","64","25","1-2周",
"09002015","专业综合训练II","西海岸校区","辅导","马鹏磊 谭俊哲","2.0","0","55","1-17周 三(5-8节)",
"09002014","专业综合训练I","西海岸校区","辅导","张开升 王强","2.0","0","55","1-17周 三(1-4节)",
"09002026","数控技术","西海岸校区","讲授","王泓晖","2.0","34","60","1-17周 二(3-4节)",
"09002037","工程测试技术","西海岸校区","讲授","田晓洁 宁东红","2.5","48","30","1-17周 三(5-7节)",
"09002018","工程测试技术","西海岸校区","讲授","谢迎春 刘贵杰","2.5","48","60","1-17周 二(5-7节)",
"09002023","机械工程控制基础","西海岸校区","讲授","高大晓","2.0","32","60","1-17周 五(7-8节)",
"09002032","轮机英语","西海岸校区","讲授","张嶔","1.5","32","25","3-13周 三(5-7节)",
"09002041","自动控制原理","西海岸校区","讲授","刘建丽 王红都","2.0","32","30","1-17周 二(5-6节)",
"09002022","海洋可再生能源利用技术","西海岸校区","讲授","谭俊哲 王树杰 袁鹏","2.0","32","90","1-17周 二(8-9节)",
"09002017","工程材料及成型技术","西海岸校区","讲授","王泓晖 许鹏云","2.5","48","60","1-17周 一(7-9节)",
"09002024","热工学","西海岸校区","讲授","袁瀚 李艳","2.0","36","60","1-17周 五(3-4节);1-17周 五(5-6节)",
"09002027","材料力学","西海岸校区","讲授","冷鼎鑫","4.0","66","57","1-17周 二(7-8节)",
"09002042","材料力学","西海岸校区","讲授","许鹏云","3.0","50","29","1-17周 三(5-7节)",
"09002019","工程流体力学","西海岸校区","讲授","李艳","2.0","36","60","1-17周 三(5-6节)",
"09002051","机械工程概论","崂山校区","讲授","刘贵杰 谭俊哲","0.5","8","60","1-4周 五(7-8节)",
"09002040","机械设计","西海岸校区","讲授","田哲","2.5","48","30","1-17周 五(5-7节);16周 五(1-2节)",
"09002028","互换性与测量技术","西海岸校区","讲授","谭俊哲 穆为磊 常宗瑜","2.0","36","86","1-17周 二(3-4节);1-17周 三(5-6节)",
"09002029","机械原理","西海岸校区","讲授","常宗瑜 马鹏磊","4.0","68","57","1-17周 一(5-6节)",
"07002002","海洋微生物工程","西海岸校区","讲授","朱常亮","2.0","32","50","1-17周 四(1-2节)",
"07002004","食品原料学","西海岸校区","讲授","高昕","2.0","32","50","1-17周 一(3-4节)",
"07002018","化工原理","西海岸校区","讲授","王国庆","3.0","64","50","1-17周 五(5-7节);1-17周 三(5-6节)双",
"04003025","海洋工程地质","崂山校区","讲授","李安龙","2.5","48","50","1-17周 二(7-8节);1-9周 五(3-4节)",
"04003040","地学软件工程","崂山校区","讲授","孙剑","2.0","32","70","1-9周 三(3-4节);1-5周 日(5-8节)",
"04003042","地质软件应用实习","崂山校区","讲授","李鹏","1.0","0","42","1-5周 日(1-4节)",
"04003056","专业前沿研讨","崂山校区","讲授","王厚杰 童思友 乔璐璐","1.0","16","39","1-9周 二(3-4节)",
"04003023","地理信息系统实习","崂山校区","讲授","邓声贵","1.0","32","50","1-9周 六(1-4节)",
"04003070","地震勘探实践","崂山校区","讲授","王林飞 徐秀刚 童思友","0.5","16","40","12-15周",
"04003032","地震勘探实践","崂山校区","讲授","王林飞 徐秀刚 童思友","0.5","16","20","12-15周",
"04003015","磁法勘探实践","崂山校区","讲授","尹燕欣","0.5","16","53","12-15周 日(1-4节);10-17周 五(5-8节);10-17周 三(5-8节);1-8周 五(5-6节)",
